,Product Name,Price,Discount Percentage,Saved Amount,URL
0,"Apple  MacBook Pro 16"" Laptop ",3699.0,5,200.0,https://www.bestbuy.com/site/apple-macbook-pro-16-laptop-m3-max-chip-built-for-apple-intelligence-48gb-memory-40-core-gpu-1tb-ssd-space-black/6534612.p?skuId=6534612
1,"Apple  MacBook Pro 14"" Laptop ",2899.0,6,200.0,https://www.bestbuy.com/site/apple-macbook-pro-14-laptop-m3-max-chip-built-for-apple-intelligence-36gb-memory-30-core-gpu-1tb-ssd-space-black/6534620.p?skuId=6534620
2,"Samsung  Galaxy Book4 Ultra 16"" AMOLED Touch Screen Laptop ",2599.99,13,400.0,https://www.bestbuy.com/site/samsung-galaxy-book4-ultra-16-amoled-touch-screen-laptop-intel-core-ultra-9-32gb-memory-nvidia-geforce-rtx-4070-1tb-ssd-moonstone-gray/6572182.p?skuId=6572182
3,Dell  XPS 16 ,2349.99,23,700.0,https://www.bestbuy.com/site/dell-xps-16-16-3-oled-uhd-touch-laptop-intel-evo-edition-core-ultra-9-32gb-memory-nvidia-geforce-rtx-4060-1tb-ssd-platinum/6575144.p?skuId=6575144
4,"Apple  MacBook Pro 16"" Laptop ",2199.0,8,200.0,https://www.bestbuy.com/site/apple-macbook-pro-16-laptop-m3-pro-chip-built-for-apple-intelligence-18gb-memory-18-core-gpu-512gb-ssd-silver/6534619.p?skuId=6534619
5,"Alienware  m18 R2 18"" 165Hz Gaming Laptop QHD ",2099.99,16,400.0,https://www.bestbuy.com/site/alienware-m18-r2-18-165hz-gaming-laptop-qhd-intel-core-14th-gen-i9-with-32gb-ram-nvidia-geforce-rtx-4070-1tb-ssd-dark-metallic-moon/6572635.p?skuId=6572635
6,"Apple  MacBook Pro 14"" Laptop ",2099.0,9,200.0,https://www.bestbuy.com/site/apple-macbook-pro-14-laptop-m3-pro-chip-built-for-apple-intelligence-18gb-memory-18-core-gpu-1tb-ssd-space-black/6534624.p?skuId=6534624
7,"Samsung  Galaxy Book4 Ultra 16"" AMOLED Touch Screen Laptop ",1999.99,17,399.9999999999998,https://www.bestbuy.com/site/samsung-galaxy-book4-ultra-16-amoled-touch-screen-laptop-intel-core-ultra-7-16gb-memory-nvidia-geforce-rtx-4050-1tb-ssd-moonstone-gray/6572179.p?skuId=6572179
8,"Apple  MacBook Pro 14"" Laptop ",1699.0,11,200.0,https://www.bestbuy.com/site/apple-macbook-pro-14-laptop-m3-pro-chip-built-for-apple-intelligence-18gb-memory-14-core-gpu-512gb-ssd-space-black/6534615.p?skuId=6534615
9,Dell  XPS 14 ,1499.99,29,599.9999999999998,https://www.bestbuy.com/site/dell-xps-14-14-5-3-2k-oled-touch-laptop-intel-core-ultra-7-evo-edition-32gb-memory-intel-arc-graphics-itb-ssd-platinum/6575150.p?skuId=6575150
10,"LG gram 15"" Laptop  Intel Core Ultra 7 ",1365.99,24,434.0,https://www.bestbuy.com/site/lg-gram-15-laptop-intel-core-ultra-7-32gb-ram-1tb-ssd-black/6579846.p?skuId=6579846
11,"Alienware  m16 R2 16"" 240Hz Gaming Laptop QHD+ ",1349.99,29,550.0,https://www.bestbuy.com/site/alienware-m16-r2-16-240hz-gaming-laptop-qhd-intel-core-series-1-ultra-7-with-16gb-ram-nvidia-geforce-rtx-4070-1tb-ssd-dark-metallic-moon/6571484.p?skuId=6571484
12,Samsung  Galaxy Book4 Pro 360 2,1299.99,32,600.0,https://www.bestbuy.com/site/samsung-galaxy-book4-pro-360-2-in1-16-amoled-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-moonstone-gray/6572183.p?skuId=6572183
13,Apple  MacBook Air 15,1299.0,13,200.0,https://www.bestbuy.com/site/apple-macbook-air-15-inch-laptop-m3-chip-built-for-apple-intelligence-16gb-memory-512gb-ssd-midnight/6565857.p?skuId=6565857
14,Apple  MacBook Air 15,1299.0,13,200.0,https://www.bestbuy.com/site/apple-macbook-air-15-inch-laptop-m3-chip-built-for-apple-intelligence-16gb-memory-512gb-ssd-silver/6565855.p?skuId=6565855
15,Apple  MacBook Air 15,1199.0,14,200.0,https://www.bestbuy.com/site/apple-macbook-air-15-inch-laptop-m3-chip-built-for-apple-intelligence-8gb-memory-512gb-ssd-midnight/6565853.p?skuId=6565853
16,Apple  MacBook Air 15,1199.0,14,200.0,https://www.bestbuy.com/site/apple-macbook-air-15-inch-laptop-m3-chip-built-for-apple-intelligence-8gb-memory-512gb-ssd-space-gray/6565845.p?skuId=6565845
17,"MSI  Katana 15 15.6"" 144Hz FHD Gaming Laptop",1099.99,27,400.0,https://www.bestbuy.com/site/msi-katana-15-15-6-144hz-fhd-gaming-laptop-ryzen-9-8945hs-with-16gb-memory-rtx-4070-1tb-ssd-black/6575345.p?skuId=6575345
18,Apple  MacBook Air 13,1099.0,15,200.0,https://www.bestbuy.com/site/apple-macbook-air-13-inch-laptop-m3-chip-built-for-apple-intelligence-16gb-memory-512gb-ssd-midnight/6565842.p?skuId=6565842
